city_code,wilaya,year,population
20,Saïda,1881,43032
21,Skikda,1881,113252
22,Sidi Bel Abbès,1881,81230
23,Annaba,1881,83042
24,Guelma,1881,64635
25,Constantine,1881,121161
26,Médéa,1881,119019
27,Mostaganem,1881,92220
28,M'Sila,1881,110779
29,Mascara,1881,102955
30,Ouargla,1881,52445
31,Oran,1881,167689
32,El Bayadh,1881,28444
33,Illizi,1881,3603
34,Bordj Bou Arreridj,1881,78479
35,Boumerdès,1881,118333
36,El Tarf,1881,50642
37,Tindouf,1881,2988
38,Tissemsilt,1881,41624
39,El Oued,1881,69424
40,Khenchela,1881,44586
41,Souk Ahras,1881,54556
42,Tipaza,1881,112528
43,Mila,1881,93486
44,Aïn Defla,1881,98089
45,Naâma,1881,20645
46,Aïn Témouchent,1881,49657
47,Ghardaia,1881,39505
48,Relizane,1881,99709
1,Adrar,1882,40266
2,Chlef,1882,126169
3,Laghouat,1882,39942
4,Oum El Bouaghi,1882,74746
5,Batna,1882,140526
6,Béjaïa,1882,129502
7,Biskra,1882,79671
8,Béchar,1882,34134
9,Blida,1882,130763
10,Bouira,1882,97536
11,Tamanrasset,1882,17489
12,Tébessa,1882,75977
13,Tlemcen,1882,131318
14,Tiaret,1882,106692
15,Tizi Ouzou,1882,172906
16,Algiers,1882,313250
17,Djelfa,1882,90998
18,Jijel,1882,87486
19,Sétif,1882,185153
20,Saïda,1882,43665
21,Skikda,1882,114916
22,Sidi Bel Abbès,1882,82424
23,Annaba,1882,84262
24,Guelma,1882,65585
25,Constantine,1882,122942
26,Médéa,1882,120769
27,Mostaganem,1882,93576
28,M'Sila,1882,112408
29,Mascara,1882,104468
30,Ouargla,1882,53216
31,Oran,1882,170154
32,El Bayadh,1882,28862
33,Illizi,1882,3656
34,Bordj Bou Arreridj,1882,79633
35,Boumerdès,1882,120072
36,El Tarf,1882,51386
37,Tindouf,1882,3032
38,Tissemsilt,1882,42236
39,El Oued,1882,70445
40,Khenchela,1882,45242
41,Souk Ahras,1882,55358
42,Tipaza,1882,114183
43,Mila,1882,94861
44,Aïn Defla,1882,99531
45,Naâma,1882,20948
46,Aïn Témouchent,1882,50387
47,Ghardaia,1882,40085
48,Relizane,1882,101174
1,Adrar,1883,40850
2,Chlef,1883,127997
3,Laghouat,1883,40521
4,Oum El Bouaghi,1883,75829
5,Batna,1883,142561
6,Béjaïa,1883,131378
7,Biskra,1883,80825
8,Béchar,1883,34629
9,Blida,1883,132657
10,Bouira,1883,98949
11,Tamanrasset,1883,17742
12,Tébessa,1883,77078
13,Tlemcen,1883,133220
14,Tiaret,1883,108238
15,Tizi Ouzou,1883,175411
16,Algiers,1883,317788
17,Djelfa,1883,92317
18,Jijel,1883,88754
19,Sétif,1883,187836
20,Saïda,1883,44298
21,Skikda,1883,116581
22,Sidi Bel Abbès,1883,83618
23,Annaba,1883,85483
24,Guelma,1883,66535
25,Constantine,1883,124723
26,Médéa,1883,122518
27,Mostaganem,1883,94931
28,M'Sila,1883,114036
29,Mascara,1883,105982
30,Ouargla,1883,53987
31,Oran,1883,172619
32,El Bayadh,1883,29281
33,Illizi,1883,3709
34,Bordj Bou Arreridj,1883,80786
35,Boumerdès,1883,121812
36,El Tarf,1883,52131
37,Tindouf,1883,3076
38,Tissemsilt,1883,42848
39,El Oued,1883,71465
40,Khenchela,1883,45897
41,Souk Ahras,1883,56160
42,Tipaza,1883,115837
43,Mila,1883,96235
44,Aïn Defla,1883,100972
45,Naâma,1883,21252
46,Aïn Témouchent,1883,51117
47,Ghardaia,1883,40666
48,Relizane,1883,102640
1,Adrar,1884,41433
2,Chlef,1884,129825
3,Laghouat,1884,41099
4,Oum El Bouaghi,1884,76912
5,Batna,1884,144597
6,Béjaïa,1884,133254
7,Biskra,1884,81980
8,Béchar,1884,35123
9,Blida,1884,134551
10,Bouira,1884,100362
11,Tamanrasset,1884,17995
12,Tébessa,1884,78179
13,Tlemcen,1884,135122
14,Tiaret,1884,109783
15,Tizi Ouzou,1884,177915
16,Algiers,1884,322326
17,Djelfa,1884,93635
18,Jijel,1884,90021
19,Sétif,1884,190518
20,Saïda,1884,44930
21,Skikda,1884,118246
22,Sidi Bel Abbès,1884,84812
23,Annaba,1884,86704
24,Guelma,1884,67485
25,Constantine,1884,126504
26,Médéa,1884,124268
27,Mostaganem,1884,96287
28,M'Sila,1884,115664
29,Mascara,1884,107495
30,Ouargla,1884,54758
31,Oran,1884,175084
32,El Bayadh,1884,29699
33,Illizi,1884,3762
34,Bordj Bou Arreridj,1884,81940
35,Boumerdès,1884,123551
36,El Tarf,1884,52875
37,Tindouf,1884,3120
38,Tissemsilt,1884,43460
39,El Oued,1884,72486
40,Khenchela,1884,46552
41,Souk Ahras,1884,56962
42,Tipaza,1884,117491
43,Mila,1884,97609
44,Aïn Defla,1884,102414
45,Naâma,1884,21555
46,Aïn Témouchent,1884,51847
47,Ghardaia,1884,41247
48,Relizane,1884,104106
1,Adrar,1885,42016
2,Chlef,1885,131653
3,Laghouat,1885,41678
4,Oum El Bouaghi,1885,77994
5,Batna,1885,146633
6,Béjaïa,1885,135130
7,Biskra,1885,83134
8,Béchar,1885,35618
9,Blida,1885,136446
10,Bouira,1885,101775
11,Tamanrasset,1885,18249
12,Tébessa,1885,79279
13,Tlemcen,1885,137025
14,Tiaret,1885,111329
15,Tizi Ouzou,1885,180420
16,Algiers,1885,326864
17,Djelfa,1885,94953
18,Jijel,1885,91288
19,Sétif,1885,193200
20,Saïda,1885,45563
21,Skikda,1885,119911
22,Sidi Bel Abbès,1885,86006
23,Annaba,1885,87924
24,Guelma,1885,68435
25,Constantine,1885,128285
26,Médéa,1885,126018
27,Mostaganem,1885,97642
28,M'Sila,1885,117293
29,Mascara,1885,109008
30,Ouargla,1885,55529
31,Oran,1885,177549
32,El Bayadh,1885,30117
33,Illizi,1885,3815
34,Bordj Bou Arreridj,1885,83093
35,Boumerdès,1885,125291
36,El Tarf,1885,53619
37,Tindouf,1885,3164
38,Tissemsilt,1885,44072
39,El Oued,1885,73507
40,Khenchela,1885,47208
41,Souk Ahras,1885,57764
42,Tipaza,1885,119145
43,Mila,1885,98983
44,Aïn Defla,1885,103856
45,Naâma,1885,21859
46,Aïn Témouchent,1885,52577
47,Ghardaia,1885,41827
48,Relizane,1885,105571
1,Adrar,1886,42600
2,Chlef,1886,133480
3,Laghouat,1886,42257
4,Oum El Bouaghi,1886,79077
5,Batna,1886,148669
6,Béjaïa,1886,137006
7,Biskra,1886,84288
8,Béchar,1886,36112
9,Blida,1886,138340
10,Bouira,1886,103188
11,Tamanrasset,1886,18502
12,Tébessa,1886,80380
13,Tlemcen,1886,138927
14,Tiaret,1886,112874
15,Tizi Ouzou,1886,182925
16,Algiers,1886,331402
17,Djelfa,1886,96271
18,Jijel,1886,92556
19,Sétif,1886,195882
20,Saïda,1886,46195
21,Skikda,1886,121575
22,Sidi Bel Abbès,1886,87200
23,Annaba,1886,89145
24,Guelma,1886,69385
25,Constantine,1886,130066
26,Médéa,1886,127767
27,Mostaganem,1886,98998
28,M'Sila,1886,118921
29,Mascara,1886,110522
30,Ouargla,1886,56300
31,Oran,1886,180014
32,El Bayadh,1886,30535
33,Illizi,1886,3868
34,Bordj Bou Arreridj,1886,84247
35,Boumerdès,1886,127030
36,El Tarf,1886,54364
37,Tindouf,1886,3208
38,Tissemsilt,1886,44684
39,El Oued,1886,74527
40,Khenchela,1886,47863
41,Souk Ahras,1886,58566
42,Tipaza,1886,120799
43,Mila,1886,100358
44,Aïn Defla,1886,105298
45,Naâma,1886,22162
46,Aïn Témouchent,1886,53307
47,Ghardaia,1886,42408
48,Relizane,1886,107037
1,Adrar,1887,43183
2,Chlef,1887,135308
3,Laghouat,1887,42835
4,Oum El Bouaghi,1887,80160
5,Batna,1887,150704
6,Béjaïa,1887,138882
7,Biskra,1887,85442
8,Béchar,1887,36607
9,Blida,1887,140234
10,Bouira,1887,104601
11,Tamanrasset,1887,18755
12,Tébessa,1887,81481
13,Tlemcen,1887,140830
14,Tiaret,1887,114420
15,Tizi Ouzou,1887,185430
16,Algiers,1887,335940
17,Djelfa,1887,97590
18,Jijel,1887,93823
19,Sétif,1887,198565
20,Saïda,1887,46828
21,Skikda,1887,123240
22,Sidi Bel Abbès,1887,88394
23,Annaba,1887,90366
24,Guelma,1887,70335
25,Constantine,1887,131847
26,Médéa,1887,129517
27,Mostaganem,1887,100354
28,M'Sila,1887,120550
29,Mascara,1887,112035
30,Ouargla,1887,57071
31,Oran,1887,182479
32,El Bayadh,1887,30953
33,Illizi,1887,3921
34,Bordj Bou Arreridj,1887,85401
35,Boumerdès,1887,128769
36,El Tarf,1887,55108
37,Tindouf,1887,3252
38,Tissemsilt,1887,45295
39,El Oued,1887,75548
40,Khenchela,1887,48519
41,Souk Ahras,1887,59368
42,Tipaza,1887,122453
43,Mila,1887,101732
44,Aïn Defla,1887,106740
45,Naâma,1887,22466
46,Aïn Témouchent,1887,54037
47,Ghardaia,1887,42989
48,Relizane,1887,108503
1,Adrar,1888,43766
2,Chlef,1888,137136
3,Laghouat,1888,43414
4,Oum El Bouaghi,1888,81243
5,Batna,1888,152740
6,Béjaïa,1888,140758
7,Biskra,1888,86596
8,Béchar,1888,37101
9,Blida,1888,142128
10,Bouira,1888,106014
11,Tamanrasset,1888,19009
12,Tébessa,1888,82581
13,Tlemcen,1888,142732
14,Tiaret,1888,115966
15,Tizi Ouzou,1888,187935
16,Algiers,1888,340477
17,Djelfa,1888,98908
18,Jijel,1888,95091
19,Sétif,1888,201247
20,Saïda,1888,47460
21,Skikda,1888,124905
22,Sidi Bel Abbès,1888,89588
23,Annaba,1888,91587
24,Guelma,1888,71285
25,Constantine,1888,133628
26,Médéa,1888,131266
27,Mostaganem,1888,101709
28,M'Sila,1888,122178
29,Mascara,1888,113549
30,Ouargla,1888,57842
31,Oran,1888,184944
32,El Bayadh,1888,31371
33,Illizi,1888,3974
34,Bordj Bou Arreridj,1888,86554
35,Boumerdès,1888,130509
36,El Tarf,1888,55853
37,Tindouf,1888,3296
38,Tissemsilt,1888,45907
39,El Oued,1888,76568
40,Khenchela,1888,49174
41,Souk Ahras,1888,60170
42,Tipaza,1888,124107
43,Mila,1888,103106
44,Aïn Defla,1888,108182
45,Naâma,1888,22769
46,Aïn Témouchent,1888,54767
47,Ghardaia,1888,43570
48,Relizane,1888,109968
1,Adrar,1889,44350
2,Chlef,1889,138964
3,Laghouat,1889,43992
4,Oum El Bouaghi,1889,82326
5,Batna,1889,154776
6,Béjaïa,1889,142634
7,Biskra,1889,87750
8,Béchar,1889,37596
9,Blida,1889,144023
10,Bouira,1889,107427
11,Tamanrasset,1889,19262
12,Tébessa,1889,83682
13,Tlemcen,1889,144634
14,Tiaret,1889,117511
15,Tizi Ouzou,1889,190440
16,Algiers,1889,345015
17,Djelfa,1889,100226
18,Jijel,1889,96358
19,Sétif,1889,203929
20,Saïda,1889,48093
21,Skikda,1889,126570
22,Sidi Bel Abbès,1889,90782
23,Annaba,1889,92807
24,Guelma,1889,72236
25,Constantine,1889,135409
26,Médéa,1889,133016
27,Mostaganem,1889,103065
28,M'Sila,1889,123806
29,Mascara,1889,115062
30,Ouargla,1889,58613
31,Oran,1889,187409
32,El Bayadh,1889,31789
33,Illizi,1889,4027
34,Bordj Bou Arreridj,1889,87708
35,Boumerdès,1889,132248
36,El Tarf,1889,56597
37,Tindouf,1889,3340
38,Tissemsilt,1889,46519
39,El Oued,1889,77589
40,Khenchela,1889,49829
41,Souk Ahras,1889,60972
42,Tipaza,1889,125761
43,Mila,1889,104480
44,Aïn Defla,1889,109624
45,Naâma,1889,23073
46,Aïn Témouchent,1889,55497
47,Ghardaia,1889,44150
48,Relizane,1889,111434
1,Adrar,1890,44933
2,Chlef,1890,140792
3,Laghouat,1890,44571
4,Oum El Bouaghi,1890,83409
5,Batna,1890,156812
6,Béjaïa,1890,144510
7,Biskra,1890,88905
8,Béchar,1890,38090
9,Blida,1890,145917
10,Bouira,1890,108840
11,Tamanrasset,1890,19515
12,Tébessa,1890,84783
13,Tlemcen,1890,146537
14,Tiaret,1890,119057
15,Tizi Ouzou,1890,192944
16,Algiers,1890,349553
17,Djelfa,1890,101545
18,Jijel,1890,97625
19,Sétif,1890,206611
20,Saïda,1890,48726
21,Skikda,1890,128234
22,Sidi Bel Abbès,1890,91976
23,Annaba,1890,94028
24,Guelma,1890,73186
25,Constantine,1890,137190
26,Médéa,1890,134765
27,Mostaganem,1890,104420
28,M'Sila,1890,125435
29,Mascara,1890,116575
30,Ouargla,1890,59384
31,Oran,1890,189874
32,El Bayadh,1890,32207
33,Illizi,1890,4080
34,Bordj Bou Arreridj,1890,88862
35,Boumerdès,1890,133988
36,El Tarf,1890,57341
37,Tindouf,1890,3384
38,Tissemsilt,1890,47131
39,El Oued,1890,78609
40,Khenchela,1890,50485
41,Souk Ahras,1890,61774
42,Tipaza,1890,127415
43,Mila,1890,105854
44,Aïn Defla,1890,111065
45,Naâma,1890,23376
46,Aïn Témouchent,1890,56227
47,Ghardaia,1890,44731
48,Relizane,1890,112900
1,Adrar,1891,45516
2,Chlef,1891,142619
3,Laghouat,1891,45150
4,Oum El Bouaghi,1891,84491
5,Batna,1891,158847
6,Béjaïa,1891,146386
7,Biskra,1891,90059
8,Béchar,1891,38585
9,Blida,1891,147811
10,Bouira,1891,110253
11,Tamanrasset,1891,19769
12,Tébessa,1891,85883
13,Tlemcen,1891,148439
14,Tiaret,1891,120602
15,Tizi Ouzou,1891,195449
16,Algiers,1891,354091
17,Djelfa,1891,102863
18,Jijel,1891,98893
19,Sétif,1891,209293
20,Saïda,1891,49358
21,Skikda,1891,129899
22,Sidi Bel Abbès,1891,93170
23,Annaba,1891,95249
24,Guelma,1891,74136
25,Constantine,1891,138971
26,Médéa,1891,136515
27,Mostaganem,1891,105776
28,M'Sila,1891,127063
29,Mascara,1891,118089
30,Ouargla,1891,60155
31,Oran,1891,192339
32,El Bayadh,1891,32626
33,Illizi,1891,4133
34,Bordj Bou Arreridj,1891,90015
35,Boumerdès,1891,135727
36,El Tarf,1891,58086
37,Tindouf,1891,3428
38,Tissemsilt,1891,47743
39,El Oued,1891,79630
40,Khenchela,1891,51140
41,Souk Ahras,1891,62576
42,Tipaza,1891,129070
43,Mila,1891,107229
44,Aïn Defla,1891,112507
45,Naâma,1891,23680
46,Aïn Témouchent,1891,56957
47,Ghardaia,1891,45312
48,Relizane,1891,114365
1,Adrar,1892,46100
2,Chlef,1892,144447
3,Laghouat,1892,45728
4,Oum El Bouaghi,1892,85574
5,Batna,1892,160883
6,Béjaïa,1892,148262
7,Biskra,1892,91213
8,Béchar,1892,39079
9,Blida,1892,149706
10,Bouira,1892,111666
11,Tamanrasset,1892,20022
12,Tébessa,1892,86984
13,Tlemcen,1892,150341
14,Tiaret,1892,122148
15,Tizi Ouzou,1892,197954
16,Algiers,1892,358629
17,Djelfa,1892,104181
18,Jijel,1892,100160
19,Sétif,1892,211976
20,Saïda,1892,49991
21,Skikda,1892,131564
22,Sidi Bel Abbès,1892,94365
23,Annaba,1892,96469
24,Guelma,1892,75086
25,Constantine,1892,140752
26,Médéa,1892,138264
27,Mostaganem,1892,107132
28,M'Sila,1892,128692
29,Mascara,1892,119602
30,Ouargla,1892,60926
31,Oran,1892,194804
32,El Bayadh,1892,33044
33,Illizi,1892,4186
34,Bordj Bou Arreridj,1892,91169
35,Boumerdès,1892,137467
36,El Tarf,1892,58830
37,Tindouf,1892,3472
38,Tissemsilt,1892,48355
39,El Oued,1892,80650
40,Khenchela,1892,51796
41,Souk Ahras,1892,63378
42,Tipaza,1892,130724
43,Mila,1892,108603
44,Aïn Defla,1892,113949
45,Naâma,1892,23983
46,Aïn Témouchent,1892,57687
47,Ghardaia,1892,45892
48,Relizane,1892,115831
1,Adrar,1893,46683
2,Chlef,1893,146275
3,Laghouat,1893,46307
4,Oum El Bouaghi,1893,86657
5,Batna,1893,162919
6,Béjaïa,1893,150138
7,Biskra,1893,92367
8,Béchar,1893,39574
9,Blida,1893,151600
10,Bouira,1893,113079
11,Tamanrasset,1893,20275
12,Tébessa,1893,88085
13,Tlemcen,1893,152244
14,Tiaret,1893,123694
15,Tizi Ouzou,1893,200459
16,Algiers,1893,363167
17,Djelfa,1893,105499
18,Jijel,1893,101427
19,Sétif,1893,214658
20,Saïda,1893,50623
21,Skikda,1893,133229
22,Sidi Bel Abbès,1893,95559
23,Annaba,1893,97690
24,Guelma,1893,76036
25,Constantine,1893,142533
26,Médéa,1893,140014
27,Mostaganem,1893,108487
28,M'Sila,1893,130320
29,Mascara,1893,121116
30,Ouargla,1893,61697
31,Oran,1893,197269
32,El Bayadh,1893,33462
33,Illizi,1893,4239
34,Bordj Bou Arreridj,1893,92322
35,Boumerdès,1893,139206
36,El Tarf,1893,59575
37,Tindouf,1893,3516
38,Tissemsilt,1893,48967
39,El Oued,1893,81671
40,Khenchela,1893,52451
41,Souk Ahras,1893,64180
42,Tipaza,1893,132378
43,Mila,1893,109977
44,Aïn Defla,1893,115391
45,Naâma,1893,24287
46,Aïn Témouchent,1893,58416
47,Ghardaia,1893,46473
48,Relizane,1893,117297
1,Adrar,1894,47266
2,Chlef,1894,148103
3,Laghouat,1894,46886
4,Oum El Bouaghi,1894,87740
5,Batna,1894,164955
6,Béjaïa,1894,152014
7,Biskra,1894,93521
8,Béchar,1894,40068
9,Blida,1894,153494
10,Bouira,1894,114492
11,Tamanrasset,1894,20529
12,Tébessa,1894,89185
13,Tlemcen,1894,154146
14,Tiaret,1894,125239
15,Tizi Ouzou,1894,202964
16,Algiers,1894,367705
17,Djelfa,1894,106818
18,Jijel,1894,102695
19,Sétif,1894,217340
20,Saïda,1894,51256
21,Skikda,1894,134893
22,Sidi Bel Abbès,1894,96753
23,Annaba,1894,98911
24,Guelma,1894,76986
25,Constantine,1894,144314
26,Médéa,1894,141763
27,Mostaganem,1894,109843
28,M'Sila,1894,131948
29,Mascara,1894,122629
30,Ouargla,1894,62467
31,Oran,1894,199734
32,El Bayadh,1894,33880
33,Illizi,1894,4291
34,Bordj Bou Arreridj,1894,93476
35,Boumerdès,1894,140946
36,El Tarf,1894,60319
37,Tindouf,1894,3560
38,Tissemsilt,1894,49578
39,El Oued,1894,82691
40,Khenchela,1894,53106
41,Souk Ahras,1894,64982
42,Tipaza,1894,134032
43,Mila,1894,111351
44,Aïn Defla,1894,116833
45,Naâma,1894,24590
46,Aïn Témouchent,1894,59146
47,Ghardaia,1894,47054
48,Relizane,1894,118762
1,Adrar,1895,47850
2,Chlef,1895,149930
3,Laghouat,1895,47464
4,Oum El Bouaghi,1895,88823
5,Batna,1895,166990
6,Béjaïa,1895,153890
7,Biskra,1895,94675
8,Béchar,1895,40563
9,Blida,1895,155389
10,Bouira,1895,115905
11,Tamanrasset,1895,20782
12,Tébessa,1895,90286
13,Tlemcen,1895,156048
14,Tiaret,1895,126785
15,Tizi Ouzou,1895,205468
16,Algiers,1895,372243
17,Djelfa,1895,108136
18,Jijel,1895,103962
19,Sétif,1895,220022
20,Saïda,1895,51888
21,Skikda,1895,136558
22,Sidi Bel Abbès,1895,97947
23,Annaba,1895,100131
24,Guelma,1895,77936
25,Constantine,1895,146095
26,Médéa,1895,143513
27,Mostaganem,1895,111198
28,M'Sila,1895,133577
29,Mascara,1895,124142
30,Ouargla,1895,63238
31,Oran,1895,202199
32,El Bayadh,1895,34298
33,Illizi,1895,4344
34,Bordj Bou Arreridj,1895,94630
35,Boumerdès,1895,142685
36,El Tarf,1895,61064
37,Tindouf,1895,3604
38,Tissemsilt,1895,50190
39,El Oued,1895,83712
40,Khenchela,1895,53762
41,Souk Ahras,1895,65784
42,Tipaza,1895,135686
43,Mila,1895,112725
44,Aïn Defla,1895,118275
45,Naâma,1895,24894
46,Aïn Témouchent,1895,59876
47,Ghardaia,1895,47634
48,Relizane,1895,120228
1,Adrar,1896,48433
2,Chlef,1896,151758
3,Laghouat,1896,48043
4,Oum El Bouaghi,1896,89905
5,Batna,1896,169026
6,Béjaïa,1896,155766
7,Biskra,1896,95830
8,Béchar,1896,41057
9,Blida,1896,157283
10,Bouira,1896,117318
11,Tamanrasset,1896,21036
12,Tébessa,1896,91387
13,Tlemcen,1896,157951
14,Tiaret,1896,128330
15,Tizi Ouzou,1896,207973
16,Algiers,1896,376781
17,Djelfa,1896,109454
18,Jijel,1896,105230
19,Sétif,1896,222705
20,Saïda,1896,52521
21,Skikda,1896,138223
22,Sidi Bel Abbès,1896,99141
23,Annaba,1896,101352
24,Guelma,1896,78886
25,Constantine,1896,147876
26,Médéa,1896,145262
27,Mostaganem,1896,112554
28,M'Sila,1896,135205
29,Mascara,1896,125656
30,Ouargla,1896,64009
31,Oran,1896,204664
32,El Bayadh,1896,34716
33,Illizi,1896,4397
34,Bordj Bou Arreridj,1896,95783
35,Boumerdès,1896,144424
36,El Tarf,1896,61808
37,Tindouf,1896,3647
38,Tissemsilt,1896,50802
39,El Oued,1896,84732
40,Khenchela,1896,54417
41,Souk Ahras,1896,66586
42,Tipaza,1896,137340
43,Mila,1896,114100
44,Aïn Defla,1896,119717
45,Naâma,1896,25197
46,Aïn Témouchent,1896,60606
47,Ghardaia,1896,48215
48,Relizane,1896,121694
1,Adrar,1897,49016
2,Chlef,1897,153586
3,Laghouat,1897,48621
4,Oum El Bouaghi,1897,90988
5,Batna,1897,171062
6,Béjaïa,1897,157642
7,Biskra,1897,96984
8,Béchar,1897,41552
9,Blida,1897,159177
10,Bouira,1897,118731
11,Tamanrasset,1897,21289
12,Tébessa,1897,92487
13,Tlemcen,1897,159853
14,Tiaret,1897,129876
15,Tizi Ouzou,1897,210478
16,Algiers,1897,381319
17,Djelfa,1897,110772
18,Jijel,1897,106497
19,Sétif,1897,225387
20,Saïda,1897,53153
21,Skikda,1897,139888
22,Sidi Bel Abbès,1897,100335
23,Annaba,1897,102573
24,Guelma,1897,79836
25,Constantine,1897,149657
26,Médéa,1897,147012
27,Mostaganem,1897,113910
28,M'Sila,1897,136834
29,Mascara,1897,127169
30,Ouargla,1897,64780
31,Oran,1897,207129
32,El Bayadh,1897,35134
33,Illizi,1897,4450
34,Bordj Bou Arreridj,1897,96937
35,Boumerdès,1897,146164
36,El Tarf,1897,62552
37,Tindouf,1897,3691
38,Tissemsilt,1897,51414
39,El Oued,1897,85753
40,Khenchela,1897,55073
41,Souk Ahras,1897,67388
42,Tipaza,1897,138994
43,Mila,1897,115474
44,Aïn Defla,1897,121158
45,Naâma,1897,25500
46,Aïn Témouchent,1897,61336
47,Ghardaia,1897,48796
48,Relizane,1897,123159
1,Adrar,1898,49600
2,Chlef,1898,155414
3,Laghouat,1898,49200
4,Oum El Bouaghi,1898,92071
5,Batna,1898,173098
6,Béjaïa,1898,159518
7,Biskra,1898,98138
8,Béchar,1898,42046
9,Blida,1898,161071
10,Bouira,1898,120143
11,Tamanrasset,1898,21542
12,Tébessa,1898,93588
13,Tlemcen,1898,161755
14,Tiaret,1898,131422
15,Tizi Ouzou,1898,212983
16,Algiers,1898,385857
17,Djelfa,1898,112091
18,Jijel,1898,107764
19,Sétif,1898,228069
20,Saïda,1898,53786
21,Skikda,1898,141552
22,Sidi Bel Abbès,1898,101529
23,Annaba,1898,103793
24,Guelma,1898,80787
25,Constantine,1898,151438
26,Médéa,1898,148761
27,Mostaganem,1898,115265
28,M'Sila,1898,138462
29,Mascara,1898,128682
30,Ouargla,1898,65551
31,Oran,1898,209594
32,El Bayadh,1898,35552
33,Illizi,1898,4503
34,Bordj Bou Arreridj,1898,98090
35,Boumerdès,1898,147903
36,El Tarf,1898,63297
37,Tindouf,1898,3735
38,Tissemsilt,1898,52026
39,El Oued,1898,86773
40,Khenchela,1898,55728
41,Souk Ahras,1898,68190
42,Tipaza,1898,140648
43,Mila,1898,116848
44,Aïn Defla,1898,122600
45,Naâma,1898,25804
46,Aïn Témouchent,1898,62066
47,Ghardaia,1898,49377
48,Relizane,1898,124625
1,Adrar,1899,50183
2,Chlef,1899,157241
3,Laghouat,1899,49779
4,Oum El Bouaghi,1899,93154
5,Batna,1899,175133
6,Béjaïa,1899,161394
7,Biskra,1899,99292
8,Béchar,1899,42541
9,Blida,1899,162966
10,Bouira,1899,121556
11,Tamanrasset,1899,21796
12,Tébessa,1899,94689
13,Tlemcen,1899,163658
14,Tiaret,1899,132967
15,Tizi Ouzou,1899,215488
16,Algiers,1899,390395
17,Djelfa,1899,113409
18,Jijel,1899,109032
19,Sétif,1899,230751
20,Saïda,1899,54419
21,Skikda,1899,143217
22,Sidi Bel Abbès,1899,102723
23,Annaba,1899,105014
24,Guelma,1899,81737
25,Constantine,1899,153219
26,Médéa,1899,150511
27,Mostaganem,1899,116621
28,M'Sila,1899,140091
29,Mascara,1899,130196
30,Ouargla,1899,66322
31,Oran,1899,212059
32,El Bayadh,1899,35971
33,Illizi,1899,4556
34,Bordj Bou Arreridj,1899,99244
35,Boumerdès,1899,149643
36,El Tarf,1899,64041
37,Tindouf,1899,3779
38,Tissemsilt,1899,52638
39,El Oued,1899,87794
40,Khenchela,1899,56383
41,Souk Ahras,1899,68992
42,Tipaza,1899,142303
43,Mila,1899,118222
44,Aïn Defla,1899,124042
45,Naâma,1899,26107
46,Aïn Témouchent,1899,62796
47,Ghardaia,1899,49957
48,Relizane,1899,126091
1,Adrar,1900,50766
2,Chlef,1900,159069
3,Laghouat,1900,50357
4,Oum El Bouaghi,1900,94237
5,Batna,1900,177169
6,Béjaïa,1900,163270
7,Biskra,1900,100446
8,Béchar,1900,43035
9,Blida,1900,164860
10,Bouira,1900,122969
11,Tamanrasset,1900,22049
12,Tébessa,1900,95789
13,Tlemcen,1900,165560
14,Tiaret,1900,134513
15,Tizi Ouzou,1900,217993
16,Algiers,1900,394932
17,Djelfa,1900,114727
18,Jijel,1900,110299
19,Sétif,1900,233434
20,Saïda,1900,55051
21,Skikda,1900,144882
22,Sidi Bel Abbès,1900,103917
23,Annaba,1900,106235
24,Guelma,1900,82687
25,Constantine,1900,155000
26,Médéa,1900,152260
27,Mostaganem,1900,117976
28,M'Sila,1900,141719
29,Mascara,1900,131709
30,Ouargla,1900,67093
31,Oran,1900,214524
32,El Bayadh,1900,36389
33,Illizi,1900,4609
34,Bordj Bou Arreridj,1900,100398
35,Boumerdès,1900,151382
36,El Tarf,1900,64786
37,Tindouf,1900,3823
38,Tissemsilt,1900,53250
39,El Oued,1900,88814
40,Khenchela,1900,57039
41,Souk Ahras,1900,69794
42,Tipaza,1900,143957
43,Mila,1900,119596
44,Aïn Defla,1900,125484
45,Naâma,1900,26411
46,Aïn Témouchent,1900,63526
47,Ghardaia,1900,50538
48,Relizane,1900,127557
1,Adrar,1901,51350
2,Chlef,1901,160897
3,Laghouat,1901,50936
4,Oum El Bouaghi,1901,95320
5,Batna,1901,179205
6,Béjaïa,1901,165146
7,Biskra,1901,101600
8,Béchar,1901,43530
9,Blida,1901,166754
10,Bouira,1901,124382
11,Tamanrasset,1901,22302
12,Tébessa,1901,96890
13,Tlemcen,1901,167462
14,Tiaret,1901,136058
15,Tizi Ouzou,1901,220497
16,Algiers,1901,399470
17,Djelfa,1901,116045
18,Jijel,1901,111567
19,Sétif,1901,236116
20,Saïda,1901,55684
21,Skikda,1901,146547
22,Sidi Bel Abbès,1901,105111
23,Annaba,1901,107455
24,Guelma,1901,83637
25,Constantine,1901,156781
26,Médéa,1901,154010
27,Mostaganem,1901,119332
28,M'Sila,1901,143347
29,Mascara,1901,133223
30,Ouargla,1901,67864
31,Oran,1901,216989
32,El Bayadh,1901,36807
33,Illizi,1901,4662
34,Bordj Bou Arreridj,1901,101551
35,Boumerdès,1901,153122
36,El Tarf,1901,65530
37,Tindouf,1901,3867
38,Tissemsilt,1901,53862
39,El Oued,1901,89835
